,ID,datetime,Annealing H2 (sccm),Growth H2 (sccm),Growth CH4 (sccm),Growth He (sccm),Cooling H2 (sccm),Cooling CH4 (sccm),Cooling He (sccm),Growth Time (min),Dew Point (C),Temperature (C),Relative Humidity (pct),Res: Graphene Presence,CP: Total Flow Rate (sccm),CP: CH4/Total,CP: CH4/H2,CP: Dil CH4,CP: Set No,Res: pct. Coverage
38,20201106_1,11/06/20 12:30,50,50,0.03432,953.39768,50,0.03432,953.39768,7.5,9.5,24.5,38.6355554,No,1003.432,3.42E-05,0.0006864,TRUE,4,0
39,20201106_2,11/06/20 15:30,50,50,0.03432,953.39768,50,0.03432,953.39768,10,10.08,25.5,37.84191559,No,1003.432,3.42E-05,0.0006864,TRUE,4,0
40,20201113_1,11/13/20 14:20,50,50,0.03432,953.39768,50,0.03432,953.39768,10,-0.94,22,21.62285811,Yes,1003.432,3.42E-05,0.0006864,TRUE,4,0.812088776
41,20201113_2,11/13/20 18:30,25,25,0.01716,476.69884,25,0.01716,476.69884,5,-1.74,22.4,19.90031545,No,501.716,3.42E-05,0.0006864,TRUE,4,0
42,20201116_2,11/16/20 9:30,25,25,0.01716,476.69884,0,0,475,5,0.9,22.7,23.68013417,Maybe,501.716,3.42E-05,0.0006864,TRUE,4,0
43,20201116_3,11/16/20 16:30,25,25,0.01716,476.69884,25,0.01716,476.69884,10,0.64,21.5,25.00363149,Yes,501.716,3.42E-05,0.0006864,TRUE,4,0.2252683
44,20201117_1,11/17/20 13:40,50,50,0.03432,953.39768,0,0,950,10,-1.8,21,21.58256684,Yes,1003.432,3.42E-05,0.0006864,TRUE,4,0.867306519
45,20201117_2,11/17/20 18:40,50,50,0.03432,953.39768,0,0,950,10,-2.46,22,19.33588605,Yes,1003.432,3.42E-05,0.0006864,TRUE,4,0.815421549
46,20201118_1,11/18/20 1:05,25,25,0.01716,476.69884,0,0,475,10,-2.7,21.5,19.58433689,Yes,501.716,3.42E-05,0.0006864,TRUE,4,0.763009186
47,20201118_2,11/18/20 15:50,25,25,0.01716,476.69884,25,0.01716,476.69884,7.5,-3.02,21.5,19.12445892,Yes,501.716,3.42E-05,0.0006864,TRUE,4,0.206452179
48,20210105_1,01/05/21 10:00,25,25,0.01716,476.69884,0,0,475,5,0.26,22,23.59460865,Maybe,501.716,3.42E-05,0.0006864,TRUE,4,0
49,20210106_1,01/06/21 10:00,25,25,0.01716,476.69884,0,0,475,7.5,-0.16,22,22.8870854,Maybe,501.716,3.42E-05,0.0006864,TRUE,4,0
50,20210107_2,01/07/21 12:30,25,25,0.01716,476.69884,0,0,475,10,-0.68,23,20.73829362,No,501.716,3.42E-05,0.0006864,TRUE,4,0
51,20210110_1,01/10/21 15:00,50,50,0.03432,953.39768,0,0,950,5,-3.8,22,17.50058768,Yes,1003.432,3.42E-05,0.0006864,TRUE,4,0.158693635
52,20210111_1,01/11/21 10:00,50,50,0.03432,953.39768,0,0,950,7.5,-3.24,22,18.24785466,Yes,1003.432,3.42E-05,0.0006864,TRUE,4,0.038697809
53,20210113_1,01/13/21 9:00,50,50,0.03432,953.39768,0,0,950,10,-0.7,22,22.00508556,Yes,1003.432,3.42E-05,0.0006864,TRUE,4,0.254517851
54,20210113_2,01/13/21 15:30,25,25,0.01716,476.69884,25,0.01716,476.69884,5,1.48,22,25.76100353,No,501.716,3.42E-05,0.0006864,TRUE,4,0
55,20210114_1,01/14/21 7:30,25,25,0.01716,476.69884,25,0.01716,476.69884,7.5,0.26,21.7,24.03071555,Maybe,501.716,3.42E-05,0.0006864,TRUE,4,0
56,20210114_2,01/14/21 10:00,25,25,0.01716,476.69884,25,0.01716,476.69884,10,1.3,22.9,24.07708714,No,501.716,3.42E-05,0.0006864,TRUE,4,0
57,20210115_1,01/15/21 9:00,50,50,0.03432,953.39768,50,0.03432,953.39768,5,1.1,22,25.06806863,No,1003.432,3.42E-05,0.0006864,TRUE,4,0
58,20210120_1,01/20/21 9:00,50,50,0.03432,953.39768,50,0.03432,953.39768,7.5,-4.82,22,16.20905169,No,1003.432,3.42E-05,0.0006864,TRUE,4,0
59,20210120_2,01/20/21 12:00,50,50,0.03432,953.39768,50,0.03432,953.39768,10,-4.76,22.8,15.50962613,No,1003.432,3.42E-05,0.0006864,TRUE,4,0
60,20210413_1,04/13/21 22:50,18,18,0.12012,486.89188,18,0.12012,486.89188,7,1.94,21.5,27.44827915,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
61,20210415_1,04/15/21 15:50,20,20,0.0858,483.4942,20,0.0858,483.4942,7,1.44,21.5,26.48405967,Yes,503.58,0.00017038,0.00429,TRUE,5,1
62,20210420_1,04/20/21 10:45,18,18,0.12012,486.89188,18,0.12012,486.89188,10,1.06,21.2,26.24960752,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
63,20210421_1,04/21/21 10:00,20,20,0.0858,483.4942,20,0.0858,483.4942,10,1.02,21.5,25.69743092,Yes,503.58,0.00017038,0.00429,TRUE,5,1
64,20210421_2,04/21/21 13:00,20,20,0.0858,483.4942,20,0.0858,483.4942,10,-1.6,22,20.60191973,Yes,503.58,0.00017038,0.00429,TRUE,5,1
65,20210421_3,04/21/21 18:45,18,18,0.12012,486.89188,18,0.12012,486.89188,10,-0.14,21.5,23.63130594,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
66,20210421_4,04/21/21 21:45,18,18,0.12012,486.89188,18,0.12012,486.89188,10,1.16,22,25.17636923,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
67,20210423_1,04/23/21 9:00,20,20,0.0858,483.4942,20,0.0858,483.4942,10,0.7,21.5,25.11206276,Yes,503.58,0.00017038,0.00429,TRUE,5,0.975101852
68,20210424_1,04/24/21 10:00,18,18,0.12012,486.89188,18,0.12012,486.89188,7,6.36,21.2,38.113688,Yes,505.012,0.000237856,0.006673333,TRUE,5,0.861786143
69,20210508_1,05/08/21 22:30,18,18,0.12012,486.89188,18,0.12012,486.89188,10,6.4,21.5,37.52261487,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
70,20210509_1,05/09/21 12:35,20,20,0.0858,483.4942,20,0.0858,483.4942,7,6.44,21.5,37.62607098,Yes,503.58,0.00017038,0.00429,TRUE,5,1
71,20210509_2,05/09/21 16:20,18,18,0.12012,486.89188,18,0.12012,486.89188,7,5.4,21.5,35.01656874,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
72,20210510_1,05/10/21 1:55,20,20,0.0858,483.4942,20,0.0858,483.4942,7,5.8,22,34.91755137,Yes,503.58,0.00017038,0.00429,TRUE,5,1
73,20210510_2,05/10/21 4:40,20,20,0.0858,483.4942,20,0.0858,483.4942,7,5.7,23,32.63282675,Yes,503.58,0.00017038,0.00429,TRUE,5,0.809141388
74,20210510_3,05/10/21 7:40,18,18,0.12012,486.89188,18,0.12012,486.89188,7,4.6,22,32.1230562,Yes,505.012,0.000237856,0.006673333,TRUE,5,1
75,20210510_4,05/10/21 10:45,20,20,0.0858,483.4942,20,0.0858,483.4942,10,3.86,21.5,31.44618391,Yes,503.58,0.00017038,0.00429,TRUE,5,0.80347023
